Index	Author	MemberID	First/Last Author	Authors	Title	Citation	Year	PMID	Tumor Type(s)
253	Steinberg, Bettie	82		Hatam LJ, Devoti JA, Rosenthal DW, Lam F, Abramson AL, Steinberg BM, Bonagura VR.	Immune suppression in premalignant respiratory papillomas: enriched functional CD4+Foxp3+ regulatory T cells and PD-1/PD-L1/L2 expression.	Clin Cancer Res. 2012 Apr 1;18(7):1925-35. 	2012	22322668	Head & Neck;Lung
254	Gupta, Shilpi;Dhar, Meekoo;Forte, Frank	169;149	L	Varma S, Gupta S, Talwar J, Forte F, Dhar M.	Renal epithelioid angiomyolipoma: a malignant disease.	J Nephrol. 2011 Jan-Feb;24(1):18-22.	2011	20349413	Kidney
255	Kavoussi, Louis;Richstone, Lee	192;66		Autorino R, Cadeddu JA, Desai MM, Gettman M, Gill IS, Kavoussi LR, Lima E, Montorsi F, Richstone L, Stolzenburg JU, Kaouk JH.	Laparoendoscopic single-site and natural orifice transluminal endoscopic surgery in urology: a critical analysis of the literature.	Eur Urol. 2011 Jan;59(1):26-45. 	2011	20828918	Kidney
256	Jhaveri, Kenar	193	F	Jhaveri KD, Flombaum CD, Kroog G, Glezerman IG.	Nephrotoxicities associated with the use of tyrosine kinase inhibitors: a single-center experience and review of the literature.	Nephron Clin Pract. 2011;117(4):c312-9.	2011	21051905	Kidney
257	Kavoussi, Louis;Richstone, Lee	192;66	L	Levey HR, Rais-Bahrami S, Richstone L, Kavoussi LR.	Laparoscopic live donor nephrectomy: a technical road map.	J Endourol. 2011 Feb;25(2):201-8.	2011	21351841	Kidney
258	Jhaveri, Kenar	193	L	Calderon KR, Vij RS, Mattana J, Jhaveri KD.	Innovative teaching tools in nephrology.	Kidney Int. 2011 Apr;79(8):797-9.	2011	21451533	Kidney
259	Kavoussi, Louis	66		Hyams ES, Pierorazio P, Proteek O, Sukumar S, Wagner AA, Mechaber JL, Rogers C, Kavoussi L, Allaf M.	Iatrogenic vascular lesions after minimally invasive partial nephrectomy: a multi-institutional study of clinical and renal functional outcomes.	Urology. 2011 Oct;78(4):820-6.	2011	21813164	Kidney
260	Okeke, Zeph	200	L	Duty B, Waingankar N, Okhunov Z, Ben Levi E, Smith A, Okeke Z.	Anatomical variation between the prone, supine, and supine oblique positions on computed tomography: implications for percutaneous nephrolithotomy access.	Urology. 2012 Jan;79(1):67-71. 	2012	21820700	Kidney
261	Okeke, Zeph	200		Rais-Bahrami S, Friedlander JI, Duty BD, Okeke Z, Smith AD.	Difficulties with access in percutaneous renal surgery.	Ther Adv Urol. 2011 Apr;3(2):59-68. 	2011	21869906	Kidney
262	Kavoussi, Louis;Vira, Manish	184;66	L	Okhunov Z, Rais-Bahrami S, George AK, Waingankar N, Duty B, Montag S, Rosen L, Sunday S, Vira MA, Kavoussi LR.	The comparison of three renal tumor scoring systems: C-Index, P.A.D.U.A., and R.E.N.A.L. nephrometry scores.	J Endourol. 2011 Dec;25(12):1921-4.	2011	21905850	Kidney
263	Vira, Manish	184		Tong WH, Sourbier C, Kovtunovych G, Jeong SY, Vira M, Ghosh M, Romero VV, Sougrat R, Vaulont S, Viollet B, Kim YS, Lee S, Trepel J, Srinivasan R, Bratslavsky G, Yang Y, Linehan WM, Rouault TA.	The glycolytic shift in fumarate-hydratase-deficient kidney cancer lowers AMPK levels, increases anabolic propensities and lowers cellular iron levels.	Cancer Cell. 2011 Sep 13;20(3):315-27. 	2011	21907923	Kidney
264	Han, Justin	197	F	Han JS, Huang WC.	Impact of kidney cancer surgery on oncologic and kidney functional outcomes.	Am J Kidney Dis. 2011 Nov;58(5):846-54.	2011	21956016	Kidney
265	Kavoussi, Louis;Vira, Manish	184;66	L	Montag S, Waingankar N, Sadek MA, Rais-Bahrami S, Kavoussi LR, Vira MA.	Reproducibility and fidelity of the R.E.N.A.L. nephrometry score.	J Endourol. 2011 Dec;25(12):1925-8. 	2011	21988126	Kidney
266	Kavoussi, Louis;Richstone, Lee	192;66	L	Rais-Bahrami S, George AK, Herati AS, Srinivasan AK, Richstone L, Kavoussi LR.	Off-clamp versus complete hilar control laparoscopic partial nephrectomy: comparison by clinical stage.	BJU Int. 2012 May;109(9):1376-81. 	2012	21992566	Kidney
267	Kavoussi, Louis	66		Sun MR, Wagner AA, San Francisco IF, Brook A, Kavoussi L, Russo P, Steele G, Viterbo R, Pedrosa I.	Need for intraoperative ultrasound and surgical recommendation for partial nephrectomy: correlation with tumor imaging features and urologist practice patterns.	Ultrasound Q. 2012 Mar;28(1):21-7. 	2012	22357225	Kidney
268	Vira, Manish	184		Okhunov Z, Mues AC, Kline M, Haramis G, Xu B, Mirabile G, Vira M, Landman J.	Evaluation of perirenal fat as a predictor of cT 1a renal cortical neoplasm histopathology and surgical outcomes.	J Endourol. 2012 Jul;26(7):911-6. 	2012	22380739	Kidney
269	Kavoussi, Louis;Sheikh-Fayyaz, Silvat	165;66	L	Okhunov Z, Roy O, Duty B, Waingankar N, Herati A, Morgenstern N, Sheikh-Fayyaz S, Kavoussi LR.	Clinical evaluation of a novel bipolar radiofrequency ablation system for renal masses.	BJU Int. 2012 Sep;110(5):688-91.	2012	22394594	Kidney
270	Schwartz, Michael	191		Kauffman EC, Liu H, Schwartz MJ, Scherr DS.	Toll-like receptor 7 agonist therapy with imidazoquinoline enhances cancer cell death and increases lymphocytic infiltration and proinflammatory cytokine production in established tumors of a renal cell carcinoma mouse model.	J Oncol. 2012;2012:103298. 	2012	22481916	Kidney
271	Kavoussi, Louis;Richstone, Lee	192;66	L	Rais-Bahrami S, Kavoussi LR, Richstone L.	Laparoendoscopic single site (LESS) nephroureterectomy: an overview of techniques & outcomes.	Arch Esp Urol. 2012 Apr;65(3):311-7.	2012	22495271	Kidney
272	Richstone, Lee	192	L	Rais-Bahrami S, George AK, Montag S, Okhunov Z, Richstone L.	Laparoendoscopic single-site (LESS) partial nephrectomy short-term outcomes.	BJU Int. 2013 Feb;111(2):264-70. 	2013	22788908	Kidney
273	Vira, Manish	184	F	Vira MA.	Integration of newer strategies into the management of RCC.	Oncology (Williston Park). 2012 Jun;26(6):534, 536. 	2012	22870537	Kidney
274	Kavoussi, Louis	66	L	Okhunov Z, Shapiro EY, Moreira DM, Lipsky MJ, Hillelsohn J, Badani K, Landman J, Kavoussi LR.	R.E.N.A.L. nephrometry score accurately predicts complications following laparoscopic renal cryoablation.	J Urol. 2012 Nov;188(5):1796-800.	2012	22999696	Kidney
275	Vira, Manish	184	L	Blute ML Jr, Okhunov Z, Moreira DM, George AK, Sunday S, Lobko II, Vira MA.	Image-guided percutaneous renal cryoablation: preoperative risk factors for recurrence and complications.	BJU Int. 2013 Apr;111(4 Pt B):E181-5. 	2013	23107011	Kidney
276	Kavoussi, Louis;Schwartz, Michael;Richstone, Lee;Richstone, Lee;Okeke, Zeph	191;192;200;66	L	George AK, Herati AS, Srinivasan AK, Rais-Bahrami S, Waingankar N, Sadek MA, Schwartz MJ, Okhunov Z, Richstone L, Okeke Z, Kavoussi LR.	Perioperative outcomes of off-clamp vs complete hilar control laparoscopic partial nephrectomy.	BJU Int. 2013 Apr;111(4 Pt B):E235-41.	2013	23130741	Kidney
277	Jhaveri, Kenar	193	F	Jhaveri KD, Shah HH, Calderon K, Campenot ES, Radhakrishnan J.	Glomerular diseases seen with cancer and chemotherapy: a narrative review.	Kidney Int. 2013 Jul;84(1):34-44.	2013	23364518	Kidney
278	Richstone, Lee	192		Greco F, Autorino R, Rha KH, Derweesh I, Cindolo L, Richstone L, Herrmann TR, Liatsikos E, Sun Y, Fanizza C, Nagele U, Stolzenburg JU, Rais-Bahrami S, Liss MA, Schips L, Kassab A, Wang L, Kallidonis P, Wu Z, Young ST, Mohammed N, Haber GP, Springer C, Fornara P, Kaouk JH.	Laparoendoscopic single-site partial nephrectomy: a multi-institutional outcome analysis.	Eur Urol. 2013 Aug;64(2):314-22. 	2013	23415378	Kidney
279	Kavoussi, Louis;Richstone, Lee	192;66	L	Kreshover JE, Kavoussi LR, Richstone L.	Hilar clamping versus off-clamp laparoscopic partial nephrectomy for T1b tumors.	Curr Opin Urol. 2013 Sep;23(5):399-402. 	2013	23817348	Kidney
280	Kavoussi, Louis;Schwartz, Michael;Richstone, Lee	191;192;66	F/L	Richstone L, Rais-Bahrami S, Waingankar N, Hillelsohn JH, Andonian S, Schwartz MJ, Kavoussi LR.	Pfannenstiel laparoendoscopic single-site (LESS) vs conventional multiport laparoscopic live donor nephrectomy: a prospective randomized controlled trial.	BJU Int. 2013 Sep;112(5):616-22. 	2013	23826907	Kidney
281	Jhaveri, Kenar	193	F	Jhaveri KD, Fishbane S.	Nephrology Crossword: Onco-nephrology--chemotherapy agents and nephrotoxicity.	Kidney Int. 2013 Aug;84(2):421-2. 	2013	23903433	Kidney
282	Kavoussi, Louis	66	L	Salami SS, George AK, Rais-Bahrami S, Okhunov Z, Waingankar N, Kavoussi LR.	Off-clamp laparoscopic partial nephrectomy for hilar tumors: oncologic and renal functional outcomes.	J Endourol. 2014 Feb;28(2):191-5. 	2014	24020496	Kidney
283	Kavoussi, Louis	66	L	George AK, Kavoussi LR.	If it's not broken - fix it.	BJU Int. 2013 Oct;112(6):712-3. 	2013	24028762	Kidney
284	Richstone, Lee	192		Springer C, Greco F, Autorino R, Rha KH, Derweesh I, Cindolo L, Richstone L, Herrmann TR, Liatsikos E, Sun Y, Fanizza C, Nagele U, Stolzenburg JU, Rais-Bahrami S, Liss MA, Schips L, Kassab A, Wang L, Kallidonis P, Wu Z, Young ST, Altieri VM, Haber GP, Fornara P, Kaouk JH.	Analysis of oncological outcomes and renal function after laparoendoscopic single-site (LESS) partial nephrectomy: a multi-institutional outcome analysis.	BJU Int. 2014 Feb;113(2):266-74. 	2014	24053124	Kidney
285	Kavoussi, Louis;Richstone, Lee	192;66	L	Kreshover JE, Richstone L, Kavoussi LR.	Renal cell recurrence for T1 tumors after laparoscopic partial nephrectomy.	J Endourol. 2013 Dec;27(12):1468-70. 	2013	24074156	Kidney
286	Kavoussi, Louis	66	L	George AK, Herati AS, Rais-Bahrami S, Waingankar N, Kavoussi LR.	Laparoscopic partial nephrectomy for hilar tumors: oncologic and renal functional outcomes.	Urology. 2014 Jan;83(1):111-5. 	2014	24119677	Kidney
287	Kavoussi, Louis;Richstone, Lee	192;66		Irwin BH, Cadeddu JA, Tracy CR, Kim FJ, Molina WR, Rane A, Sundaram CP, Raybourn JH 3rd, Stein RJ, Gill IS, Kavoussi LR, Richstone L, Desai MM.	Complications and conversions of upper tract urological laparoendoscopic single-site surgery (LESS): multicentre experience: results from the NOTES Working Group.	BJU Int. 2011 Apr;107(8):1284-9. 	2011	20840326	Kidney;Bladder
288	Kavoussi, Louis;Richstone, Lee	192;66	L	Herati AS, Andonian S, Rais-Bahrami S, Atalla MA, Srinivasan AK, Richstone L, Kavoussi LR.	Use of the valveless trocar system reduces carbon dioxide absorption during laparoscopy when compared with standard trocars.	Urology. 2011 May;77(5):1126-32.	2011	20888033	Kidney;Bladder
289	Kavoussi, Louis;Richstone, Lee	192;66		Gettman MT, White WM, Aron M, Autorino R, Averch T, Box G, Cadeddu JA, Canes D, Cherullo E, Desai MM, Frank I, Gill IS, Gupta M, Haber GP, Humphreys MR, Irwin BH, Kaouk JH, Kavoussi LR, Landman J, Liatsikos EN, Lima E, Ponsky LE, Rane A, Ribal M, Rabenhalt R, Rao P, Richstone L, Sawyer MD, Sotelo R, Stolzenburg JU, Tracy CR, Stein RJ;Endourological Society NOTES and LESS Working Group;European Society of Urotechnology NOTES and LESS Working Group.	Where do we really stand with LESS and NOTES?	Eur Urol. 2011 Feb;59(2):231-4. 	2011	21122977	Kidney;Bladder
290	Richstone, Lee	192		Kaouk JH, Autorino R, Kim FJ, Han DH, Lee SW, Yinghao S, Cadeddu JA, Derweesh IH, Richstone L, Cindolo L, Branco A, Greco F, Allaf M, Sotelo R, Liatsikos E, Stolzenburg JU, Rane A, White WM, Han WK, Haber GP, White MA, Molina WR, Jeong BC, Lee JY, Linhui W, Best S, Stroup SP, Rais-Bahrami S, Schips L, Fornara P, Pierorazio P, Giedelman C, Lee JW, Stein RJ, Rha KH.	Laparoendoscopic single-site surgery in urology: worldwide multi-institutional analysis of 1076 cases.	Eur Urol. 2011 Nov;60(5):998-1005. 	2011	21684069	Kidney;Bladder
291	Richstone, Lee	192	L	Rais-Bahrami S, Waingankar N, Richstone L.	Upper tract urologic LaparoEndoscopic Single-Site surgery.	Indian J Urol. 2012 Jan;28(1):60-4. 	2012	22557720	Kidney;Bladder
292	Richstone, Lee	192		Park SY, Rha KH, Autorino R, Derweesh I, Liastikos E, Tsai YC, Seo IY, Nagele U, Abdel-Karim AM, Herrmann T, Han DH, Rais-Bahrami S, Lee SW, Kim KS, Fornara P, Kallidonis P, Springer C, Élsalmy S, Chueh SC, Ho CH, Panumatrassamee K, Kopp R, Stolzenburg JU, Richstone L, Chung JH, Shin TY, Greco F, Kaouk JH.	Laparoendoscopic single-site nephroureterectomy for upper urinary tract urothelial carcinoma: outcomes of an international multi-institutional study of 101 patients.	BJU Int. 2013 Sep;112(5):610-5. 	2013	23469990	Kidney;Bladder
293	Okeke, Zeph	200	L	Elsamra SE, Motato H, Moreira DM, Waingankar N, Friedlander JI, Weiss G, Smith AD, Okeke Z.	Tandem ureteral stents for the decompression of malignant and benign obstructive uropathy.	J Endourol. 2013 Oct;27(10):1297-302.	2013	23829600	Kidney;Bladder
294	Vakoc, Christopher	32		Herrmann, H. and Blatt, K. and Shi, J. W. and Rappaport, A. R. and Gleixner, K. V. and Cerny-Reiterer, S. and Peter, B. and Wang, E. and Sperr, W. R. and Bradner, J. E. and Lowe, S. W. and Vakoc, C. R. and Zuber, J. and Valent, P. 	Small-Molecule Inhibition of BRD4 Is a Novel Promising Approach to Therapeutically Target Leukemia Stem Cells in AML. 	Blood, 118(21) pp. 1487-1487.	2011	https://ash.confex.com/ash/2011/webprogram/Paper38596.html	Leukemia
295	Vakoc, Christopher	32		Herrmann, H. and Blatt, K. and Shi, J. and Gleixner, K. V. and Cerny-Reiterer, S. and Mullauer, L. and Vakoc, C. R. and Sperr, W. R. and Horny, H. P. and Bradner, J. E. and Zuber, J. and Valent, P. 	Small-molecule inhibition of BRD4 as a new potent approach to eliminate leukemic stem- and progenitor cells in acute myeloid leukemia AML. 	Oncotarget, 3(12) pp. 1588-99.	2012	23249862	Leukemia
296	Hoffman, Mark	135	F	Hoffman MA.	Interferon-alpha is a very effective salvage therapy for patients with hairy cell leukemia relapsing after cladribine: a report of three cases.	Med Oncol. 2011 Dec;28(4):1537-41. 	2011	20509009	Leukemia
297	Allen, Steven;Kolitz, Jonathan	67;60		Stone RM, Moser B, Sanford B, Schulman P, Kolitz JE, Allen S, Stock W, Galinsky I, Vij R, Marcucci G, Hurd D, Larson RA;Cancer and Leukemia Group B.	High dose cytarabine plus gemtuzumab ozogamicin for patients with relapsed or refractory acute myeloid leukemia: Cancer and Leukemia Group B study 19902.	Leuk Res. 2011 Mar;35(3):329-33.	2011	20688393	Leukemia
298	Fish, Jonathan	116	L	Eng J, Fish JD.	Insidious iron burden in pediatric patients with acute lymphoblastic leukemia.	Pediatr Blood Cancer. 2011 Mar;56(3):368-71. 	2011	21072815	Leukemia
299	Chiorazzi, Nicholas	63	F	Chiorazzi N, Ferrarini M.	Cellular origin(s) of chronic lymphocytic leukemia: cautionary notes and additional considerations and possibilities.	Blood. 2011 Feb 10;117(6):1781-91. 	2011	21148333	Leukemia
300	Rai, Kanti	76		Fabbri M, Bottoni A, Shimizu M, Spizzo R, Nicoloso MS, Rossi S, Barbarotto E, Cimmino A, Adair B, Wojcik SE, Valeri N, Calore F, Sampath D, Fanini F, Vannini I, Musuraca G, Dell'Aquila M, Alder H, Davuluri RV, Rassenti LZ, Negrini M, Nakamura T, Amadori D, Kay NE, Rai KR, Keating MJ, Kipps TJ, Calin GA, Croce CM.	Association of a microRNA/TP53 feedback circuitry with pathogenesis and outcome of B-cell chronic lymphocytic leukemia.	JAMA. 2011 Jan 5;305(1):59-67. 	2011	21205967	Leukemia
301	Allen, Steven;Kolitz, Jonathan	67;60		Feldman EJ, Lancet JE, Kolitz JE, Ritchie EK, Roboz GJ, List AF, Allen SL, Asatiani E, Mayer LD, Swenson C, Louie AC.	First-in-man study of CPX-351: a liposomal carrier containing cytarabine and daunorubicin in a fixed 5:1 molar ratio for the treatment of relapsed and refractory acute myeloid leukemia.	J Clin Oncol. 2011 Mar 10;29(8):979-85. 	2011	21282541	Leukemia
302	Rai, Kanti	76		Woyach JA, Ruppert AS, Heerema NA, Peterson BL, Gribben JG, Morrison VA, Rai KR, Larson RA, Byrd JC.	Chemoimmunotherapy with fludarabine and rituximab produces extended overall survival and progression-free survival in chronic lymphocytic leukemia: long-term follow-up of CALGB study 9712.	J Clin Oncol. 2011 Apr 1;29(10):1349-55. 	2011	21321292	Leukemia
303	Rai, Kanti	76		Baer MR, George SL, Sanford BL, Mrózek K, Kolitz JE, Moore JO, Stone RM, Powell BL, Caligiuri MA, Bloomfield CD, Larson RA;Cancer and Leukemia Group B.	Escalation of daunorubicin and addition of etoposide in the ADE regimen in acute myeloid leukemia patients aged 60 years and older: Cancer and Leukemia Group B Study 9720.	Leukemia. 2011 May;25(5):800-7. 	2011	21321569	Leukemia
304	Kolitz, Jonathan	67		Metzeler KH, Maharry K, Radmacher MD, Mrózek K, Margeson D, Becker H, Curfman J, Holland KB, Schwind S, Whitman SP, Wu YZ, Blum W, Powell BL, Carter TH, Wetzler M, Moore JO, Kolitz JE, Baer MR, Carroll AJ, Larson RA, Caligiuri MA, Marcucci G, Bloomfield CD.	TET2 mutations improve the new European LeukemiaNet risk classification of acute myeloid leukemia: a Cancer and Leukemia Group B study.	J Clin Oncol. 2011 Apr 1;29(10):1373-81. 	2011	21343549	Leukemia
305	Allen, Steven;Chiorazzi, Nicholas;Kolitz, Jonathan;Lee, Annette;Rai, Kanti;	76;68;67;63;60	L	Bagnara D, Kaufman MS, Calissano C, Marsilio S, Patten PE, Simone R, Chum P, Yan XJ, Allen SL, Kolitz JE, Baskar S, Rader C, Mellstedt H, Rabbani H, Lee A, Gregersen PK, Rai KR, Chiorazzi N.	A novel adoptive transfer model of chronic lymphocytic leukemia suggests a key role for T lymphocytes in the disease.	Blood. 2011 May 19;117(20):5463-72.	2011	21385850	Leukemia
306	Chiorazzi, Nicholas;Rai, Kanti	76;63		Porakishvili N, Memon A, Vispute K, Kulikova N, Clark EA, Rai KR, Nathwani A, Damle RN, Chiorazzi N, Lydyard PM.	CD180 functions in activation, survival and cycling of B chronic lymphocytic leukaemia cells.	Br J Haematol. 2011 May;153(4):486-98. 	2011	21443749	Leukemia
307	Kolitz, Jonathan	67		Buyse M, Squifflet P, Lange BJ, Alonzo TA, Larson RA, Kolitz JE, George SL, Bloomfield CD, Castaigne S, Chevret S, Blaise D, Maraninchi D, Lucchesi KJ, Burzykowski T.	Individual patient data meta-analysis of randomized trials evaluating IL-2 monotherapy as remission maintenance therapy in acute myeloid leukemia.	Blood. 2011 Jun 30;117(26):7007-13.	2011	21518931	Leukemia
308	Allen, Steven;Brody, Judith	152;60	L	Kritharis A, Brody J, Koduru P, Teichberg S, Allen SL.	Acute basophilic leukemia associated with loss of gene ETV6 and protean complications.	J Clin Oncol. 2011 Jul 20;29(21):e623-6.	2011	21576634	Leukemia
309	Allen, Steven	60	F	Allen SL, Lundberg AS.	Amonafide: a potential role in treating acute myeloid leukemia.	Expert Opin Investig Drugs. 2011 Jul;20(7):995-1003. 	2011	21591994	Leukemia
310	Rai, Kanti	76	L	Habermann TM, Rai K.	Historical treatments of in hairy cell leukemia, splenectomy and interferon: past and current uses.	Leuk Lymphoma. 2011 Jun;52 Suppl 2:18-20. 	2011	21599602	Leukemia
311	Kolitz, Jonathan	67		Becker H, Maharry K, Radmacher MD, Mrózek K, Metzeler KH, Whitman SP, Schwind S, Kohlschmidt J, Wu YZ, Powell BL, Carter TH, Kolitz JE, Wetzler M, Carroll AJ, Baer MR, Moore JO, Caligiuri MA, Larson RA, Marcucci G, Bloomfield CD.	Clinical outcome and gene- and microRNA-expression profiling according to the Wilms tumor 1 (WT1) single nucleotide polymorphism rs16754 in adult de novo cytogenetically normal acute myeloid leukemia: a Cancer and Leukemia Group B study.	Haematologica. 2011 Oct;96(10):1488-95.	2011	21659357	Leukemia
