Serial Number	Project Title	Tumor Type(s)	Administering  IC	Application ID	Project Number	Type	Activity	IC	Support Year	Suffix	Subproject Number 	Contact PI  Person ID	Contact PI / Project Leader	PI Trim	MemberID	Other PI or Project Leader(s)	Organization Name	ARRA Indicator	FY	FY Total Cost 	FY Total Cost  (Sub Projects)	FY Total
36913	CRCNS: THEORY AND EXPERIMENT OF NEURAL CIRCUIT MAPPING BY DNA SEQUENCING		NIDA	8828657	5R01DA036913-03	5	R01	DA	3			8569429	KOULAKOV, ALEXEI  	KOULAKOV, ALEXEI	47	ZADOR, ANTHONY M	Cold Spring Harbor	 	2015	425520		425520
36913	CRCNS: THEORY AND EXPERIMENT OF NEURAL CIRCUIT MAPPING BY DNA SEQUENCING		NIDA	8692549	5R01DA036913-02	5	R01	DA	2			8569429	KOULAKOV, ALEXEI  	KOULAKOV, ALEXEI	47	ZADOR, ANTHONY M	Cold Spring Harbor	 	2014	425250		425250
36913	CRCNS: THEORY AND EXPERIMENT OF NEURAL CIRCUIT MAPPING BY DNA SEQUENCING		NIDA	8645885	1R01DA036913-01	1	R01	DA	1			8569429	KOULAKOV, ALEXEI  	KOULAKOV, ALEXEI	47	ZADOR, ANTHONY M	Cold Spring Harbor	 	2013	425250		425250
133972	CSHL 2008 CONFERENCE ON MECHANISMS AND MODELS OF CANCER		NCI	8115807	5R13CA133972-03	5	R13	CA	3			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	8500		8500
133972	CSHL 2008 CONFERENCE ON MECHANISMS AND MODELS OF CANCER		NCI	7664283	5R13CA133972-02	5	R13	CA	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	6000		6000
91053	CSHL 2010 CONFERENCE ON MOLECULAR GENETICS AND BACTERIA & PHAGES		NIAID	8005291	1R13AI091053-01	1	R13	AI	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	18500		18500
19791	CSHL 2011 CELLULAR BIOLOGY OF ADDICTION COURSE		NIDA	8826716	5R13DA019791-08	5	R13	DA	8			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	74500		74500
19791	CSHL 2011 CELLULAR BIOLOGY OF ADDICTION COURSE		NIDA	8624680	5R13DA019791-07	5	R13	DA	7			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	74500		74500
19791	CSHL 2011 CELLULAR BIOLOGY OF ADDICTION COURSE		NIDA	8432871	5R13DA019791-06	5	R13	DA	6			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	78505		78505
19791	CSHL 2011 CELLULAR BIOLOGY OF ADDICTION COURSE		NIDA	8234028	5R13DA019791-05	5	R13	DA	5			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	80694		80694
19791	CSHL 2011 CELLULAR BIOLOGY OF ADDICTION COURSE		NIDA	8120209	2R13DA019791-04	2	R13	DA	4			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	79300		79300
80497	CSHL 2012 CONFERENCE ON AXON GUIDANCE;SYNAPSE FORMATION & REGENERATION		NINDS	8398432	1R13NS080497-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	10000		10000
106050	CSHL 2013 78TH SYMPOSIUM ON QUANTITATIVE BIOLOGY: IMMUNITY & TOLERANCE CONFERENCE		NIAID	8519827	1R13AI106050-01	1	R13	AI	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	5000		5000
98940	CSHL 2013 METABOLIC SIGNALING & DISEASE: FROM CELL TO ORGANISM CONFERENCE		NIDDK	8528143	1R13DK098940-01	1	R13	DK	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	12000		12000
83226	CSHL 2013 WIRING THE BRAIN CONFERENCE		NINDS	8528095	1R13NS083226-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	10000		10000
180181	CSHL 2013EUKARYOTIC MRNA PROCESSING CONFERENCE		NCI	8590644	1R13CA180181-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	4000		4000
90630	CSHL 2014 BLOOD BRAIN BARRIER CONFERENCE		NINDS	8830146	1R13NS090630-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	20000		20000
109972	CSHL 2014 GENE EXPRESSION & SIGNALING IN THE IMMUNE SYSTEM		NIAID	8652122	1R13AI109972-01	1	R13	AI	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	8000		8000
86293	CSHL 2014 GLIA HEALTH & DISEASE CONFERENCE		NINDS	8790273	3R13NS086293-01S1	3	R13	NS	1	S1		7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	10000		10000
86293	CSHL 2014 GLIA HEALTH & DISEASE CONFERENCE		NINDS	8651731	1R13NS086293-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	15000		15000
189388	CSHL 2014 MECHANISMS AND MODELS OF CANCER CONFERENCE		NCI	8783167	1R13CA189388-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	7000		7000
47007	CSHL 2014 MOLECULAR CHAPERONES & STRESS RESPONSE CONFERENCE		NIA	8651595	1R13AG047007-01	1	R13	AG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	30101		30101
90848	CSHL 2014 NEURODEGENERATIVE DISEASES: BIOLOGY & THERAPEUTICS		NINDS	8837746	1R13NS090848-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	10000		10000
104372	CSHL 2014 NUCLEAR RECEPTORS AND DISEASE CONFERENCE		NIDDK	8825839	1R13DK104372-01	1	R13	DK	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	23000		23000
92116	CSHL 2015 NEUROBIOLOGY OF DROSOPHILA CONFERENCE		NINDS	8901543	1R13NS092116-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	15000		15000
8587	CSHL 2015 SYSTEMS BIOLOGY CONFERENCE IN PUERTO RICO		NHGRI	8911532	1R13HG008587-01	1	R13	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	10000		10000
192644	CSHL 2015 SYSTEMS BIOLOGY: NETWORKS CONFERENCE		NCI	8837763	1R13CA192644-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	4000		4000
195750	CSHL 2015 TELOMERES & TELOMERASE CONFERENCE		NCI	8900591	1R13CA195750-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	9000		9000
90799	CSHL 2015 WIRING THE BRAIN		NINDS	8836783	1R13NS090799-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	20000		20000
51368	CSHL 2015CELL DEATH CONFERENCE		NIA	8984695	1R13AG051368-01	1	R13	AG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	15000		15000
87855	CSHL AXON GUIDANCE;SYNAPSE FORMATION & REGENERATION CONFERENCE		NINDS	8720303	1R13NS087855-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	26694		26694
84750	CSHL BEHAVIOUR AND NEUROGENETICS OF NONHUMAN PRIMATES CONFERENCE		NINDS	8597568	1R13NS084750-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	20000		20000
177142	CSHL CANCER BIOLOGY & THERAPEUTICS CONFERENCE		NCI	8528161	1R13CA177142-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	5000		5000
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8917515	3P30CA045508-27S1	3	P30	CA	27	S1		1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014	384000		384000
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8712142	5P30CA045508-27	5	P30	CA	27			1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014	4224416		4224416
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8473659	5P30CA045508-26	5	P30	CA	26			1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013	4077038		4077038
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8321495	5P30CA045508-25	5	P30	CA	25			1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012	4346720		4346720
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8189015	2P30CA045508-24	2	P30	CA	24			1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011	4306037		4306037
45508	CSHL CANCER CENTER SUPPORT GRANT	Any;Admin	NCI	8131276	3P30CA045508-23S2	3	P30	CA	23	S2		1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2010	4236444		4236444
148056	CSHL CANCER GENE DISCOVER AND CANCER BIOLOGY POSTDOCTORAL RESEARCH TRAINING	Any;Training	NCI	8722336	5T32CA148056-04	5	T32	CA	4			1870339	MILLS, ALEA A	MILLS, ALEA A	20	Not Applicable	Cold Spring Harbor	 	2014	178855		178855
148056	CSHL CANCER GENE DISCOVER AND CANCER BIOLOGY POSTDOCTORAL RESEARCH TRAINING	Any;Training	NCI	8528377	5T32CA148056-03	5	T32	CA	3			1870339	MILLS, ALEA A	MILLS, ALEA A	20	Not Applicable	Cold Spring Harbor	 	2013	185045		185045
148056	CSHL CANCER GENE DISCOVER AND CANCER BIOLOGY POSTDOCTORAL RESEARCH TRAINING	Any;Training	NCI	8317593	5T32CA148056-02	5	T32	CA	2			1870339	MILLS, ALEA A	MILLS, ALEA A	20	Not Applicable	Cold Spring Harbor	 	2012	181564		181564
148056	CSHL CANCER GENE DISCOVER AND CANCER BIOLOGY POSTDOCTORAL RESEARCH TRAINING	Any;Training	NCI	8017888	1T32CA148056-01A1	1	T32	CA	1	A1		1870339	MILLS, ALEA A	MILLS, ALEA A	20	Not Applicable	Cold Spring Harbor	 	2011	175032		175032
30269	CSHL CELL & DEVELOPMENTAL BIOLOGY OF XENOPUS COURSE		NICHD	8843479	5R25HD030269-23	5	R25	HD	23			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2015	74377		74377
30269	CSHL CELL & DEVELOPMENTAL BIOLOGY OF XENOPUS COURSE		NICHD	8666490	2R25HD030269-22	2	R25	HD	22			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2014	76284		76284
30269	CSHL CELL AND DEVELOPMENTAL BIOLOGY OF XENOPUS		NICHD	8445422	5T15HD030269-21	5	T15	HD	21			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2013	61428		61428
30269	CSHL CELL AND DEVELOPMENTAL BIOLOGY OF XENOPUS		NICHD	8245563	5T15HD030269-20	5	T15	HD	20			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2012	63345		63345
30269	CSHL CELL AND DEVELOPMENTAL BIOLOGY OF XENOPUS		NICHD	8050154	5T15HD030269-19	5	T15	HD	19			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2011	56335		56335
30269	CSHL CELL AND DEVELOPMENTAL BIOLOGY OF XENOPUS		NICHD	7846225	5T15HD030269-18	5	T15	HD	18			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	60918		60918
46085	CSHL CELL DEATH CONFERENCE		NIA	8597596	1R13AG046085-01	1	R13	AG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	29958		29958
13	CSHL COMPUTATIONAL AND COMPARATIVE GENOMICS COURSE	Any;Training	NHGRI	8303375	5T15HG000013-19	5	T15	HG	19			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	51792		51792
13	CSHL COMPUTATIONAL AND COMPARATIVE GENOMICS COURSE	Any;Training	NHGRI	8135043	5T15HG000013-18	5	T15	HG	18			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	51792		51792
13	CSHL COMPUTATIONAL AND COMPARATIVE GENOMICS COURSE	Any;Training	NHGRI	7910731	5T15HG000013-17	5	T15	HG	17			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	50282		50282
7819	CSHL COMPUTATIONAL AND COMPARATIVE GENOMICS COURSE	Any;Training;Tech	NHGRI	8737540	1R25HG007819-01	1	R25	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	52816		52816
77383	CSHL CONFERENCE ON CHANNELS;RECEPTORS;SYNAPSES		NIMH	7798580	5R13MH077383-05	5	R13	MH	5			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	1		1
71615	CSHL CONFERENCE ON GLIA IN HEALTH		NINDS	7994635	1R13NS071615-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	24989		24989
66880	CSHL CONFERENCE ON MOUSE DEVELOPMENT;GENETICS AND GENOMICS		NICHD	8005962	1R13HD066880-01	1	R13	HD	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	8500		8500
138140	CSHL CONFERENCE ON NETWORK BIOLOGY		NCI	8230805	5R13CA138140-03	5	R13	CA	3			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	5000		5000
138140	CSHL CONFERENCE ON NETWORK BIOLOGY		NCI	7808909	5R13CA138140-02	5	R13	CA	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	5000		5000
121807	CSHL CONFERENCE ON PTEN PATHWAYS		NCI	7577341	5R13CA121807-03	5	R13	CA	3			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	7000		7000
119850	CSHL CONFERENCE ON THE CELL CYCLE	Any;Training	NCI	7574548	5R13CA119850-03	5	R13	CA	3			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	4000		4000
6424	CSHL COURSE ON ADVANCED SEQUENCING TECHNOLOGIES & APPLICATIONS	Any;Training;Tech	NHGRI	8672667	5R25HG006424-03	5	R25	HG	3			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	52816		52816
6424	CSHL COURSE ON ADVANCED SEQUENCING TECHNOLOGIES & APPLICATIONS	Any;Training;Tech	NHGRI	8711652	3R25HG006424-02S1	3	R25	HG	2	S1		7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	13214		13214
6424	CSHL COURSE ON ADVANCED SEQUENCING TECHNOLOGIES & APPLICATIONS	Any;Training;Tech	NHGRI	8457048	5R25HG006424-02	5	R25	HG	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	52855		52855
6424	CSHL COURSE ON ADVANCED SEQUENCING TECHNOLOGIES & APPLICATIONS	Any;Training;Tech	NHGRI	8214408	1R25HG006424-01	1	R25	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	52885		52885
7530	CSHL COURSE ON C. ELEGANS		NICHD	7925816	5T15HD007530-13	5	T15	HD	13			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	81739		81739
98595	CSHL COURSE ON PROTEOMICS	Any;Training	NCI	7858472	5T15CA098595-08	5	T15	CA	8			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	80080		80080
85150	CSHL COURSE ON X-RAY METHODS IN STRUCTURAL BIOLOGY	Any;Training	NCI	8089384	5T15CA085150-10	5	T15	CA	10			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2011	77830		77830
85150	CSHL COURSE ON X-RAY METHODS IN STRUCTURAL BIOLOGY	Any;Training	NCI	7858414	5T15CA085150-09	5	T15	CA	9			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	77056		77056
4331	CSHL COURSE ON YEAST GENETICS AND GENOMICS		NHGRI	8293289	5T15HG004331-06	5	T15	HG	6			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	53462		53462
4331	CSHL COURSE ON YEAST GENETICS AND GENOMICS		NHGRI	8144489	5T15HG004331-05	5	T15	HG	5			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	53462		53462
4331	CSHL COURSE ON YEAST GENETICS AND GENOMICS		NHGRI	7943687	2T15HG004331-04	2	T15	HG	4			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	51905		51905
48	CSHL COURSE:  PROGRAMMING FOR BIOLOGY	Any;Training;Tech	NHGRI	8547089	5T15HG000048-14	5	T15	HG	14			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	63654		63654
48	CSHL COURSE:  PROGRAMMING FOR BIOLOGY	Any;Training;Tech	NHGRI	8331616	5T15HG000048-13	5	T15	HG	13			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	63654		63654
48	CSHL COURSE:  PROGRAMMING FOR BIOLOGY	Any;Training;Tech	NHGRI	8152137	5T15HG000048-12	5	T15	HG	12			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	63654		63654
48	CSHL COURSE:  PROGRAMMING FOR BIOLOGY	Any;Training;Tech	NHGRI	7938576	5T15HG000048-11	5	T15	HG	11			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	61800		61800
180479	CSHL EUKARYOTIC DNA REPLICATION CONFERENCE		NCI	8595427	1R13CA180479-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	5000		5000
6812	CSHL EVOLUTION OF CAENORHABDITIS & OTHER NEMATODES CONFERENCE		NHGRI	8311433	1R13HG006812-01	1	R13	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	15000		15000
195935	CSHL FUND IMMUNITY & THERAPY POTENT CONFERENCE		NCI	8905927	1R13CA195935-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	10000		10000
7504	CSHL GENOME INFORMATICS CONFERENCE		NHGRI	8596893	1R13HG007504-01	1	R13	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	31600		31600
80369	CSHL GERM CELLS CONFERENCE		NICHD	8719378	1R13HD080369-01	1	R13	HD	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	6000		6000
109798	CSHL HARNESSING IMMUNITY TO PREVENT  & TREAT DISEASE CONFERENCE		NIAID	8643366	1R13AI109798-01	1	R13	AI	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	8000		8000
86855	CSHL INTEGRATED DATA ANALYSIS FOR HIGH THROUGHPUT BIOLOGY	Any;Training	NCI	8061638	5T15CA086855-13	5	T15	CA	13			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2011	81564		81564
86855	CSHL INTEGRATED DATA ANALYSIS FOR HIGH THROUGHPUT BIOLOGY	Any;Training	NCI	7816861	5T15CA086855-12	5	T15	CA	12			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2010	79188		79188
47729	CSHL MOLECULAR GENETICS OF AGING CONFERENCE		NIA	8816026	5R13AG047729-02	5	R13	AG	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	1		1
47729	CSHL MOLECULAR GENETICS OF AGING CONFERENCE		NIA	8717301	1R13AG047729-01	1	R13	AG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	30972		30972
148532	CSHL MOLECULAR TARGET DISCOVERY AND DEVELOPMENT CENTER	Any	NCI	7944129	5RC2CA148532-02	5	RC2	CA	2			1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	YES	2010	2374043		2374043
84579	CSHL NEUROBIOLOGY OF DROSOPHILA		NINDS	8597159	1R13NS084579-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	10000		10000
34437	CSHL NEUROBIOLOGY OF DROSOPHILA COURSE		NIDA	8678890	5R13DA034437-03	5	R13	DA	3			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	35000		35000
34437	CSHL NEUROBIOLOGY OF DROSOPHILA COURSE		NIDA	8507206	5R13DA034437-02	5	R13	DA	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	35000		35000
34437	CSHL NEUROBIOLOGY OF DROSOPHILA COURSE		NIDA	8400287	1R13DA034437-01	1	R13	DA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2012	35000		35000
63628	CSHL NEUROBIOLOGY SHORT TERM TRAINING		NIMH	8119773	5R25MH063628-10	5	R25	MH	10			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2011	220894		220894
63628	CSHL NEUROBIOLOGY SHORT TERM TRAINING		NIMH	7913066	5R25MH063628-09	5	R25	MH	9			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	229819		229819
86126	CSHL NEURONAL CIRCUITS CONFERENCE		NINDS	8649368	1R13NS086126-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	20000		20000
7825	CSHL PROGRAMMING FOR BIOLOGY COURSE	Any;Training;Tech	NHGRI	8738930	1R25HG007825-01	1	R25	HG	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	80120		80120
183118	CSHL PTEN PATHWAYS & TARGETS CONFERENCE		NCI	8646307	1R13CA183118-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	6000		6000
83296	CSHL RNA & OLIGONUCLEOTIDE THERAPEUTICS CONFERENCE		NINDS	8529711	1R13NS083296-01	1	R13	NS	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	10000		10000
100958	CSHL STATISTICAL METHODS FOR FUNCTIONAL GENOMICS	Any;Training	NIGMS	8708906	5R25GM100958-02	5	R25	GM	2			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2014	105657		105657
100958	CSHL STATISTICAL METHODS FOR FUNCTIONAL GENOMICS	Any;Training	NIGMS	8551253	1R25GM100958-01A1	1	R25	GM	1	A1		7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2013	105657		105657
196036	CSHL THE BIOLOGY OF CANCER: MICROENVIRONMENT;MESTASIS & THEURAPEUTICS CONFERENCE		NCI	8908706	1R13CA196036-01	1	R13	CA	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	3000		3000
25521	CSHL VISION: A PLATFORM FOR LINKING CIRCUITS;PERCEPTION AND BEHAVIOR COURSE		NEI	8911595	1R13EY025521-01	1	R13	EY	1			7039607	STEWART, DAVID J.	STEWART, DAVID J.		Not Applicable	Cold Spring Harbor	 	2015	30000		30000
65094	CSHL WATSON SCHOOL OF BIOLOGICAL SCIENCES	Any;Training	NIGMS	8698764	5T32GM065094-13	5	T32	GM	13			11664614	GANN, ALEXANDER 	GANN, ALEXANDER		Not Applicable	Cold Spring Harbor	 	2014	270804		270804
65094	CSHL WATSON SCHOOL OF BIOLOGICAL SCIENCES	Any;Training	NIGMS	8495353	5T32GM065094-12	5	T32	GM	12			11664614	GANN, ALEXANDER 	GANN, ALEXANDER		Not Applicable	Cold Spring Harbor	 	2013	267927		267927
65094	CSHL WATSON SCHOOL OF BIOLOGICAL SCIENCES	Any;Training	NIGMS	8339099	2T32GM065094-11A1	2	T32	GM	11	A1		11664614	GANN, ALEXANDER 	GANN, ALEXANDER		Not Applicable	Cold Spring Harbor	 	2012	267927		267927
65094	CSHL WATSON SCHOOL OF BIOLOGICAL SCIENCES	Any;Admin	NIGMS	8091464	5T32GM065094-10	5	T32	GM	10			1883884	JOSHUA-TOR, LEEMOR 	JOSHUA-TOR, LEEMOR	12	Not Applicable	Cold Spring Harbor	 	2011	251640		251640
65094	CSHL WATSON SCHOOL OF BIOLOGICAL SCIENCES	Any;Admin	NIGMS	7867845	5T32GM065094-09	5	T32	GM	9			1883884	JOSHUA-TOR, LEEMOR 	JOSHUA-TOR, LEEMOR	12	Not Applicable	Cold Spring Harbor	 	2010	207432		207432
103047	CSHL X-RAY METHODS IN STRUCTURAL BIOLOGY	Any	NIGMS	8731251	5R13GM103047-03	5	R13	GM	3			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2014	81540		81540
