Serial.Number	Project.Title	Tumor.Type	Administering..IC	Application.ID	Project.Number	Type	Activity	IC	Support.Year	Suffix	Subproject.Number	Contact.PI..Person.ID	Contact.PI...Project.Leader	PI.Trim	MemberID	Other.PI.or.Project.Leader.s.	Organization.Name	ARRA.Indicator	FY	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	FY.Total
7964	RANDOMIZED CONTROLLED TRIAL NOVEL MARKERS PREDICT MALIGNANCY ELEVATED-RISK WOMEN		NCI	8322535	5P50CA083636-13	5	P50	CA	13		7964	1894786	URBAN, NICOLE DENISE 	URBAN, NICOLE DENISE	NA	KARLAN, BETH Y.	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	114878	114878
7969	LEADERSHIP AND ADMINISTRATION CORE		NCI	8322540	5P50CA083636-13	5	P50	CA	13		7969	1894786	URBAN, NICOLE DENISE	URBAN, NICOLE DENISE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	139711	139711
83636	PACIFIC OVARIAN CANCER RESEARCH CONSORTIUM		NCI	8077364	5P50CA083636-13	5	P50	CA	13		NA	1894786	URBAN, NICOLE DENISE	URBAN, NICOLE DENISE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	2185000	NA	2185000
6882	THE GENETIC AND EPIGENETIC BASIS FOR FSHD		NINDS	8232180	5P01NS069539-02	5	P01	NS	2		6882	6828192	VAN DER MAAREL, SILVERE M	VAN DER MAAREL, SILVERE M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	175388	175388
98161	CELL-CELL ADHESION AND SIGNAL TRANSDUCTION		NCI	8054368	5R01CA098161-09	5	R01	CA	9		NA	7032239	VASIOUKHIN, VALERI 	VASIOUKHIN, VALERI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	327586	NA	327586
102365	INVASION AND METASTASIS IN PROSTATE CANCER		NCI	8019479	5R01CA102365-08	5	R01	CA	8		NA	7032239	VASIOUKHIN, VALERI 	VASIOUKHIN, VALERI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	307615	NA	307615
131047	CELL POLARITY IN SELF-RENEWAL AND DIFFERENTIATION OF STEM/PROGENITOR CELLS		NCI	8193122	4R01CA131047-03	4	R01	CA	3		NA	7032239	VASIOUKHIN, VALERI 	VASIOUKHIN, VALERI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	346677	NA	346677
2	EPIDEMIOLOGY OF PROGRESSION IN BARRETT'S ESOPHAGUS		NCI	8293344	5P01CA091955-10	5	P01	CA	10		2	1941196	VAUGHAN, THOMAS L	VAUGHAN, THOMAS L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	291565	291565
124911	ESTABLISHED INVESTIGATOR AWARD IN CANCER PREVENTION AND CONTROL		NCI	8098685	5K05CA124911-05	5	K05	CA	5		NA	1941196	VAUGHAN, THOMAS L	VAUGHAN, THOMAS L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	153963	NA	153963
136725	BARRETT'S AND ESOPHAGEAL ADENOCARCINOMA GENETIC SUSCEPTIBILITY STUDY (BEAGESS)		NCI	8145246	5R01CA136725-03	5	R01	CA	3		NA	1941196	VAUGHAN, THOMAS L 	VAUGHAN, THOMAS L	NA	WHITEMAN, DAVID C	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	1230812	NA	1230812
9001	TISSUE AND SPECIMEN CORE		NCI	8330644	5P50CA097186-10	5	P50	CA	10		9001	1980774	VESSELLA, ROBERT LOUIS	VESSELLA, ROBERT LOUIS	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	328931	328931
9	PREVENTION OF HSV MORBIDITY IN PREGNANCY AND THE NEWBORN		NIAID	8305100	5P01AI030731-21	5	P01	AI	21		9	1896789	WALD, ANNA 	WALD, ANNA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	278600	278600
9004	CLINICAL CORE		NIAID	8305102	5P01AI030731-21	5	P01	AI	21		9004	1896789	WALD, ANNA 	WALD, ANNA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	267671	267671
30731	CLINICAL EPIDEMIOLOGY AND PATHOGENESIS OF ASYMPTOMATIC HSV		NIAID	8130910	5P01AI030731-21	5	P01	AI	21		NA	1896789	WALD, ANNA 	WALD, ANNA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	2023902	NA	2023902
17030	FUNCTIONAL METHODS FOR RADIATION EXPOSURE AND BIOMARKER DATA		NIEHS	8098237	5R01ES017030-02	5	R01	ES	2		NA	2091426	WANG, CHING-YUN 	WANG, CHING-YUN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	308065	NA	308065
82802	STATISTICAL METHODS FOR INTEGRATIVE ANALYSIS OF GENOMICS AND PROTEOMICS DATA		NIGMS	8070054	5R01GM082802-04	5	R01	GM	4		NA	8512015	WANG, PEI 	WANG, PEI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	270725	NA	270725
6270	H-Y-SPECIFIC T CELL RESPONSES IN CHRONIC GVHD		NIAID	8309104	5P01AI033484-16	5	P01	AI	16		6270	1903309	WARREN, EDUS HOUSTON	WARREN, EDUS HOUSTON	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	413518	413518
142545	COHORT STUDY OF GLUCOSAMINE AND CHONDROITIN SUPPLEMENT USE AND CANCER RISK		NCI	8007404	5R01CA142545-02	5	R01	CA	2		NA	1894219	WHITE, EMILY 	WHITE, EMILY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	276059	NA	276059
8297	HEMATOPOIETIC CELL TRANSPLANT: PLATFORM FOR PURGING THE LATENT HIV RESERVOIR		NIAID	8202333	1U19AI096111-01	1	U19	AI	1		8297	1877322	WOOLFREY, ANN E	WOOLFREY, ANN E	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	206518	206518
104711	ADOPTIVE T CELL THERAPY OF MELANOMA TARGETING NY-ESO-1		NCI	8059685	5R01CA104711-07	5	R01	CA	7		NA	1871649	YEE, CASSIAN 	YEE, CASSIAN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	381343	NA	381343
11699	UNDERSTANDING THE FUNCTION OF TRACE AMINE-ASSOCIATED (TAARS)		NIDCD	8203369	1F32DC011699-01A1	1	F32	DC	1	A1	NA	10236660	YOON, KYOUNG-HYE 	YOON, KYOUNG-HYE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	53042	NA	53042
9003	C-D:  CLINICAL CORE		NCI	8330647	5P50CA097186-10	5	P50	CA	10		9003	7243507	YU, EVAN Y-W	YU, EVAN Y-W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	NA	159855	159855
38432	ACUTE RENAL FAILURE: MECHANISMS AND ADAPTIVE RESPONSES		NIDDK	8021787	5R37DK038432-24	5	R37	DK	24		NA	1955999	ZAGER, RICHARD A.	ZAGER, RICHARD A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	415416	NA	415416
85047	STATISTICAL METHODS FOR PROSPECTIVE EVALUATION OF BIOMARKERS		NIGMS	8120778	5R01GM085047-03	5	R01	GM	3		NA	8572341	ZHENG, YINGYE 	ZHENG, YINGYE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2011	324952	NA	324952
101944	REGULATORY MECHANISMS AND BIOLOGICAL FUNCTIONS OF NON-CODING RNA		NIGMS	8319808	1F31GM101944-01	1	F31	GM	1		NA	9750008	ALCID, ERIC 	ALCID, ERIC	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	35644	NA	35644
7689	ADMINISTRATION 		NCI	8402458	2P01CA018029-37A1	2	P01	CA	37	A1	7689	1878414	APPELBAUM, FREDERICK 	APPELBAUM, FREDERICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	203211	203211
18029	ADULT LEUKEMIA RESEARCH CENTER		NCI	8339484	2P01CA018029-37A1	2	P01	CA	37	A1	NA	1878414	APPELBAUM, FREDERICK 	APPELBAUM, FREDERICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	4225448	NA	4225448
69246	BLOOD & MARROW CLINICAL TRIALS NETWORK - HUTCHINSON CENTER CORE CLINICAL SIT		NHLBI	8316290	5U10HL069246-12	5	U10	HL	12		NA	1878414	APPELBAUM, FREDERICK 	APPELBAUM, FREDERICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	182160	NA	182160
85039	MECHANISMS OF SYNAPSE REMODELING		NIMH	8323309	5R00MH085039-04	5	R00	MH	4		NA	9346167	BAI, JIHONG 	BAI, JIHONG	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	245709	NA	245709
5478	PROTOCOL REVIEW AND MONITORING SYSTEM		NCI	8555572	5P30CA015704-38	5	P30	CA	38		5478	7673467	BAKKE, LINDA 	BAKKE, LINDA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	140553	140553
8457	BIOLOGICS PRODUCTION CORE		NCI	8379626	5P01CA044991-24	5	P01	CA	24		8457	8459944	BALDWIN, JANELL 	BALDWIN, JANELL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	267973	267973
129132	DEVELOPMENT OF CAMBINOL ANALOGUES AS ANTILYMPHOMA AGENTS		NCI	8230766	5R01CA129132-05	5	R01	CA	5		NA	6116460	BEDALOV, ANTONIO 	BEDALOV, ANTONIO	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	354244	NA	354244
164545	PROTEIN BIOMARKERS IN CHILDHOOD ACUTE MYELOID LEUKEMIA		NCI	8227276	1R21CA164545-01	1	R21	CA	1		NA	6116460	BEDALOV, ANTONIO 	BEDALOV, ANTONIO	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	245687	NA	245687
155911	TARGETED RADIOTHERAPY WITH 90Y-BC8 MONCLONAL ANTIBODY; FLUDARABINE AND TBI FOLLOW		NCI	8330813	5R21CA155911-02	5	R21	CA	2		NA	2063421	BENSINGER, WILLIAM I	BENSINGER, WILLIAM I	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	340471	NA	340471
120719	MARKERS FOR HCV-RELATED HCC: PLASMA PROFILING; TARGETED STRATEGIES AND VALIDATION		NCI	8220914	5R01CA120719-04	5	R01	CA	4		NA	6625582	BERETTA, LAURA 	BERETTA, LAURA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	354244	NA	354244
9351	PEDIATRIC ONCOLOGY RESEARCH TRAINING PROGRAM		NCI	8268329	2T32CA009351-34	2	T32	CA	34		NA	1876467	BERNSTEIN, IRWIN D.	BERNSTEIN, IRWIN D.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	235116	NA	235116
76930	CAREER DEVELOPMENT IN PEDIATRIC AND MEDICAL ONCOLOGY		NCI	8317724	5K12CA076930-14	5	K12	CA	14		NA	1876467	BERNSTEIN, IRWIN D.	BERNSTEIN, IRWIN D.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	550042	NA	550042
6051	CORE E: XENOGRAFTING		NIDDK	8566006	5P30DK056465-14	5	P30	DK	14		6051	1876467	BERNSTEIN, IRWIN D.	BERNSTEIN, IRWIN D.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	135914	135914
100395	EXPANSION OF CARDIAC AND HEMATOPOIETIC PREGENITORS BY WNT AND NOTCH		NHLBI	8264176	5U01HL100395-04	5	U01	HL	4		NA	1876467	BERNSTEIN, IRWIN D. 	BERNSTEIN, IRWIN D.	NA	MOON, RANDALL TODD	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	1209566	NA	1209566
165071	EXPLORING THE RELATIONSHIP OF VITAMIN D AND CHILDHOOD BRAIN TUMORS		NCI	8241359	1R03CA165071-01	1	R03	CA	1		NA	10200740	BHATTI, PARVEEN 	BHATTI, PARVEEN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	88000	NA	88000
19319	MECHANISMS OF ENVIRONMENTAL AND NUCLEAR AND MITOCHONDRIAL MUTAGENESIS		NIEHS	8306920	5R01ES019319-03	5	R01	ES	3		NA	8962560	BIELAS, JASON H.	BIELAS, JASON H.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	448441	NA	448441
64386	REGULATION OF CHROMOSOME SEGREGATION		NIGMS	8290482	5R01GM064386-11	5	R01	GM	11		NA	1882250	BIGGINS, SUSAN 	BIGGINS, SUSAN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	366411	NA	366411
78069	REGULATION OF CENTROMERIC CHROMATIN		NIGMS	8237660	2R01GM078069-05	2	R01	GM	5		NA	1882250	BIGGINS, SUSAN 	BIGGINS, SUSAN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	375868	NA	375868
154532	ALLOGENEIC STEM CELL TRANSPLANT WITH GRAFTS DEPLETED OF NAIVE T CELLS FOR LEUKEMI		NCI	8298997	5K23CA154532-02	5	K23	CA	2		NA	10337758	BLEAKLEY, MARIE 	BLEAKLEY, MARIE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	170100	NA	170100
93789	CONSTRAINTS ON THE EVOLUTION OF INFLUENZA OSELTAMIVIR RESISTANCE		NIAID	8324193	5K22AI093789-02	5	K22	AI	2		NA	9021573	BLOOM, JESSE D	BLOOM, JESSE D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	106162	NA	106162
102198	MAPPING EPISTASIS IN MOLECULAR EVOLUTION: THE INFLUENZA NUCLEOPROTEIN		NIGMS	8341638	1R01GM102198-01	1	R01	GM	1		NA	9021573	BLOOM, JESSE D	BLOOM, JESSE D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	326861	NA	326861
93294	INFECTIONS IN HEMATOPOIETIC CELL TRANSPLANT RECIPIENTS		NHLBI	8296661	5K24HL093294-04	5	K24	HL	4		NA	7746372	BOECKH, MICHAEL J	BOECKH, MICHAEL J	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	187807	NA	187807
102547	A RANDOMZIED PHASE II TRIAL OF CMV PREVENTION IN ACUTE LUNG INJURY		NHLBI	8321520	5U01HL102547-03	5	U01	HL	3		NA	7746372	BOECKH, MICHAEL J 	BOECKH, MICHAEL J	NA	LIMAYE, ABHIJIT PRAKASH;RUBENFELD, GORDON D	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	2118888	NA	2118888
NA	BIOMEDICAL (BASIC)		NHLBI	8540328	268201100046C-3-0-1	NA	N01		NA		NA	11563249	BOYER, MARK 	BOYER, MARK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	16123356	NA	16123356
88277	PREDICTING PROTEIN-DNA INTERACTIONS WITH STRUCTURAL MODELS		NIGMS	8310185	5R01GM088277-04	5	R01	GM	4		NA	7003267	BRADLEY, PHILIP 	BRADLEY, PHILIP	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	326021	NA	326021
97479	DYNAMICS OF GRADIENT SENSING IN SINGLE CELLS		NIGMS	8258803	5R01GM097479-02	5	R01	GM	2		NA	8291787	BRENT, ROGER 	BRENT, ROGER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	503056	NA	503056
54498	LATE EFFECTS OF TREATMENT IN WILMS TUMOR SURVIVORS AND OFFSPRING		NCI	8370321	2R01CA054498-21A1	2	R01	CA	21	A1	NA	1879192	BRESLOW, NORMAN E	BRESLOW, NORMAN E	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	714157	NA	714157
151251	ACCEPTANCE & COMMITMENT THERAPY FOR SMOKING CESSATION		NCI	8256544	5R01CA151251-03	5	R01	CA	3		NA	7905616	BRICKER, JONATHAN B.	BRICKER, JONATHAN B.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	606153	NA	606153
30646	IMPROVING SMOKING CESSATION QUITLINES: PILOT STUDY OF ACCEPTANCE THERAPY		NIDA	8263033	5R21DA030646-02	5	R21	DA	2		NA	7905616	BRICKER, JONATHAN B.	BRICKER, JONATHAN B.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	173338	NA	173338
68615	LEADERSHIP FOR HIV/AIDS CLINICAL TRIALS NETWORKS; MICROBICIDE TRIALS NETWORK		NIAID	8289674	5UM1AI068615-07	5	UM1	AI	7		NA	3119126	BROWN, ELIZABETH RENATA	BROWN, ELIZABETH RENATA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	3637436	NA	3637436
9324	MOLECULAR MECHANISMS OF OLFACTION IN MAMMALS		NIDCD	8197023	5R01DC009324-05	5	R01	DC	5		NA	1946339	BUCK, LINDA B	BUCK, LINDA B	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	358412	NA	358412
8304	SEQUENCING CORE		NIAID	8376037	5U19AI096111-02	5	U19	AI	2		8304	6573075	BUMGARNER, ROGER E.	BUMGARNER, ROGER E.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	361703	361703
6190	GENETICS		NCI	8376401	5P50CA148143-03	5	P50	CA	3		6190	8512041	CARLSON, CHRISTOPHER S	CARLSON, CHRISTOPHER S	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	2569	2569
138165	IMPACT OF HIV AND HHV-8 CO-INFECTION ON ANTIRETROVIRAL THERAPY EFFICACY IN AFRICA		NCI	8278460	5R01CA138165-03	5	R01	CA	3		NA	7087903	CASPER, COREY 	CASPER, COREY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	297837	NA	297837
153720	BUILDING SUSTAINABLE TRANSLATIONAL RESEARCH TEAMS IN HIV-ASSOCIATED MALIGNANCIES		NCI	8307741	5D43CA153720-03	5	D43	CA	3		NA	7087903	CASPER, COREY 	CASPER, COREY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	535371	NA	535371
154938	ADDRESSING PSYCHOSOCIAL DISPARITIES IN RURAL HISPANIC CANCER SURVIVORS		NCI	8333295	5K01CA154938-02	5	K01	CA	2		NA	7706911	CEBALLOS, RACHEL M	CEBALLOS, RACHEL M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	139976	NA	139976
154967	CANCER IMMUNOTHERAPY TRIALS NETWORK CENTRAL OPERATIONS AND STATISTICAL CENTER		NCI	8330191	5U01CA154967-03	5	U01	CA	3		NA	9462955	CHEEVER, MARTIN ALEXANDER	CHEEVER, MARTIN ALEXANDER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	3368475	NA	3368475
89341	STATISTICAL METHODS IN HIV/AIDS RESEARCH		NIAID	8259845	5R01AI089341-03	5	R01	AI	3		NA	6713521	CHEN, YING QING	CHEN, YING QING	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	418082	NA	418082
8521	BIOMARKERS AND TARGETED THERAPY OF BRONCHIOLITIS OBLITERANS		NCI	8380389	5U54CA163438-04	5	U54	CA	4		8521	6787292	CHIEN, JASON W	CHIEN, JASON W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	245366	245366
151775	DETERMINANTS OF LATE CARDIOVASCULAR MORBIDITY AMONG SURVIVORS OF HEMATOPOIETIC CE		NCI	8308372	5K07CA151775-02	5	K07	CA	2		NA	8441297	CHOW, ERIC JESSEN	CHOW, ERIC JESSEN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	151059	NA	151059
84069	TUMOR SUPPRESSION BY THE FBW7 UBIQUITIN LIGASE		NCI	8301010	5R01CA084069-13	5	R01	CA	13		NA	1883974	CLURMAN, BRUCE E	CLURMAN, BRUCE E	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	354300	NA	354300
102742	NORMAL AND NEOPLASTIC REGULATION OF CYCLIN E		NCI	8204660	5R01CA102742-09	5	R01	CA	9		NA	1883974	CLURMAN, BRUCE E	CLURMAN, BRUCE E	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	370973	NA	370973
7974	CAREER AND MENTORING DEVELOPMENT PROGRAM		NCI	8380138	5P50CA083636-14	5	P50	CA	14		7974	1955371	COLLINS, STEVEN COLLINS 	COLLINS, STEVEN COLLINS	NA	URBAN, NICOLE DENISE	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	66590	66590
9657	CHROMOSOME METABOLISM AND CANCER		NCI	8292004	5T32CA009657-22	5	T32	CA	22		NA	1888671	COOPER, JONATHAN A.	COOPER, JONATHAN A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	423887	NA	423887
131425	NORMAL AND CANCER STEM CELLS OF THE MAMMARY GLAND		NCI	8300983	5R01CA131425-04	5	R01	CA	4		NA	1888671	COOPER, JONATHAN A.	COOPER, JONATHAN A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	483604	NA	483604
80194	REGULATION OF CORTICAL NEURON MIGRATION		NINDS	8244894	9R01NS080194-27	9	R01	NS	27		NA	1888671	COOPER, JONATHAN A.	COOPER, JONATHAN A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	385000	NA	385000
NA	THE NATIONAL CANCER INSTITUTE'S CONTACT CENTER		NCI	8429243	261201000004C-10-0-1	NA	N02		NA		NA	11300849	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	7554264	NA	7554264
8	MECHANISMS OF REACTIVATION AND CLEARANCE OF MUCOSAL HSV INFECTION		NIAID	8382094	5P01AI030731-22	5	P01	AI	22		8	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	273587	273587
9005	LABORATORY CORE		NIAID	8382100	5P01AI030731-22	5	P01	AI	22		9005	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	322667	322667
9007	ADMINISTRATIVE CORE		NIAID	8382103	5P01AI030731-22	5	P01	AI	22		9007	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	285594	285594
42528	CYTOTOXIC T-CELL RESPONSES TO HSV IN HIV-INFECTED PERSONS		NIAID	8262112	2R01AI042528-15	2	R01	AI	15		NA	1860045	COREY, LAWRENCE  	COREY, LAWRENCE	NA	ZHU, JIA 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	453463	NA	453463
68614	LEADERSHIP GROUP FOR A GLOBAL HIV VACCINE CLINICAL TRIALS NETWORK		NIAID	8293167	5UM1AI068614-07	5	UM1	AI	7		NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	32353045	NA	32353045
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8532357	3P30CA015704-38S5	3	P30	CA	38	S5	NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	211800	NA	211800
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8537543	3P30CA015704-38S4	3	P30	CA	38	S4	NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	50000	NA	50000
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8532360	3P30CA015704-38S3	3	P30	CA	38	S3	NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	74876	NA	74876
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8518697	3P30CA015704-38S2	3	P30	CA	38	S2	NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	139999	NA	139999
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8396525	3P30CA015704-38S1	3	P30	CA	38	S1	NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	116988	NA	116988
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8209163	5P30CA015704-38	5	P30	CA	38		NA	1860045	COREY, LAWRENCE 	COREY, LAWRENCE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	11373047	NA	11373047
6183	SCREENING MAMMOGRAPHY AND LATINAS: A MULTILEVEL INTERVENTION		NCI	8376389	5P50CA148143-03	5	P50	CA	3		6183	1953872	CORONADO, GLORIA D	CORONADO, GLORIA D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	917089	917089
7872	RESEARCH PROJECT		NCI	8380439	5U54CA153502-03	5	U54	CA	3		7872	1953872	CORONADO, GLORIA D	CORONADO, GLORIA D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	530813	530813
114901	STATISTICAL INFERENCE IN GENOME-WIDE ASSOCIATION AND SEQUENCING STUDIES		NHLBI	8345513	1R01HL114901-01	1	R01	HL	1		NA	9233253	DAI, JAMES 	DAI, JAMES	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	430205	NA	430205
118914	BREAST CANCER RISK AND MOLECULAR CHANGE AFTER CHERNOBYL		NCI	8300735	5R01CA118914-06	5	R01	CA	6		NA	1880463	DAVIS, SCOTT 	DAVIS, SCOTT	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	937367	NA	937367
8305	IMMUNOLOGY CORE		NIAID	8376040	5U19AI096111-02	5	U19	AI	2		8305	1894655	DE ROSA, STEPHEN C	DE ROSA, STEPHEN C	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	NA	77593	77593
95999	HEMATOPOIETIC CELL TRANSPLANTATION AND IRON OVERLOAD		NHLBI	8235938	5R01HL095999-03	5	R01	HL	3		NA	1895223	DEEG, H. JOACHIM	DEEG, H. JOACHIM	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2012	438137	NA	438137
